id,state,name,address_line1,address_line2,city,district,pin_code,website,phone_numbers,emails
36250,Madhya Pradesh,"R.K.D.F. Institute of Pharmaceutical Sciences, Village Aranda, Indore Bypass Road, Indore",Indore Dewas By-pass,Arandia,Indore,Indore,452016,,,
36264,Madhya Pradesh,"B.M. College of Pharmaceutical Education and Research, Village Gokanya, Indore Khandwa Road, Indore 452001",Village: Gokanya Post: Kasturbagram,Khandwa road,Indore,Indore,452020,,,
29841,Madhya Pradesh,"I.K. D.C. College, Indore","2/2, OLD PALASIA",NA,INDORE,Indore,452001,https://www.idci.org,,
48506,Madhya Pradesh,"RENAISSANCE LAW COLLEGE, INDORE",GRAM NARLAY POST RANGWASA DIST INDORE (M.P.),"45,ANURAG NAGAR AB ROAD INDORE",INDORE,Indore,452001,,,
29512,Madhya Pradesh,"Jain Arts Academy, indore","57-f , Bakhtawarram Nagar",near AJIT Club,Indore,Indore,452018,https://www.jaai.org,,
29674,Madhya Pradesh,"Indore Mahavidhyalya, Moole Tower, Indore",164 MG ROAD INDORE,INDORE,INDORE,Indore,452007,,,
29649,Madhya Pradesh,"Lakshmi Narayan College of Technology, Sanwar Road, Indore",VILLAGE - BHAWARASALA,"SANWER ROAD, REOTI RANGE,",INDORE,Indore,453331,,,
36029,Madhya Pradesh,"Shri Bherulal Pharmacy Institute, Village: Gokanya, PO kasturbagram Indore - Khandwa Road, Indore - 452020",Village: Gokanya Post: Kasturbagram,Khandwa road,Indore,Indore,452020,,,
29854,Madhya Pradesh,"Malwa institute of Technology, Nipaniya Byass, Indore",NIPANIYA BYPASS ROAD,IN FRONT OF BEST PRICE,INDORE,Indore,452016,,,
36186,Madhya Pradesh,"Sri Satya Sai Pharmacy Research Institute, Village Arandia Indore Bypass Road, Indore",Indore-Dewas Bypass,Arandia,Indore,Indore,452016,,,
52168,Madhya Pradesh,"M.B. KHALSA INSTITUTION OF EDUCATION, INDORE",RAJMOHALLA SQUARE,INDORE,INDORE,Indore,452002,,,
45269,Madhya Pradesh,"COLLEGE OF AGRICULTURE, INDORE",OLD SEHORE ROAD,RESIDENCY AREA,INDORE,Indore,452001,https://www.coai.com,9457684532,
48153,Madhya Pradesh,"Mathuradevi Institute of Management, Indore",GARIPIPLYA,"AATH MEEL, NEMAWAR ROAD",INDORE,Indore,452018,,,
29536,Madhya Pradesh,Shubhankan Fine Art College,opposit patidar petrol pump,samliya chau kanadia main road,Indore,Indore,452016,,,
36133,Madhya Pradesh,"Venkteshwar Institute of Technology, Gram Baroli, Indore - Sanwer Road, Indore","Indore Ujjain Highway , Gram Jakhya",Near Precitex,Indore,Indore,453331,,,
29673,Madhya Pradesh,"CH Institute of Management and Commerce ,Sanwer Road, Indore",Gram Baroli Ujjain Road indore,"Gram Baroli, Palia Road, Near Ravti Range, Indore",Indore,Indore,453111,,,
29675,Madhya Pradesh,"Devi Ahilya College of Paramedical Sciences, Anand Nagar, Indore","1, Anand Nagar Nemawar Road",Indore,Indore,Indore,452001,,,
29644,Madhya Pradesh,"International Learning Institute, Rajivgandhi Chourha, Indore","A-6,A-17 Chandralog Nagar",NA,Indore,Indore,452001,,,
29750,Madhya Pradesh,"Vikrant Institute of Technology & Management Gram Borkheri, Mhow, Indore","GRAM - BORKHEDI, POST HARSOLA",TEHSIL MHOW,INDORE,Indore,453441,,,
29670,Madhya Pradesh,"Vikrant Institute of Integrated & Advanced Studies, Gram Borkhedi, Indore",GRAM-BORKHEDI POST- HARSOLA,TEHSHIL-MHOW,INDORE,Indore,453441,,,
53445,Madhya Pradesh,Sanghvi Institute of Management and Science (Engg),"Pigdamber, Pithampur Bypass Road",Behind IIM Rau,RAU,Indore,453331,,,
36016,Madhya Pradesh,"""Malwa Institute of Technology, Village Nipani, Bypass Road, Opp, D.P.S., Indore """,NIPANIYA BYPASS ROAD,IN FRONT OF BEST PRICE,INDORE,Indore,452016,,,
47981,Madhya Pradesh,"VAIDEHI COLLEGE, BETMA","192, ANJANI NAGAR AIRPORT ROAD INDORE",BETMA ( TEH. DEPALPURROAD),NA,Indore,452005,https://www.vcb.ac.in,,
29886,Madhya Pradesh,"Astral Institute of Technology and Research, Bypass Road, Indore","KAILOD KARTAL,","BYPASS ROAD,",INDORE,Indore,452020,,,
29878,Madhya Pradesh,"Tagore Shiksha College, Arihant Nagar, Indore",Arihant Nagar Behind Gomatgiri Jamudi happsai Road indore M.P.,14 Ganji Compound Near Chiman Bagh Chohara,Indore,Indore,452113,,,
36046,Madhya Pradesh,"Mathuradevi Institute of Technology & Management, Garipipliya, Nemawar Road, Indore - 452018",Garipipaliya,Aath Meel Nemawar Road,Indore,Indore,452018,,,
35968,Madhya Pradesh,"Vidyasagar Institute of Technology, Garipipliya, Aath Meel, Nemanwar Road, Indore-452018",Garipipliya,Aathmeel Nemawar Road,Indore,Indore,452018,,,
29728,Madhya Pradesh,"Al Farukh Unani Medical College, Indore","City Office:- 1, Dargah Main Road",Khajrana,Indore,Indore,452016,,,
29852,Madhya Pradesh,"Lord Krishna College of Technology Opp. STI, Rau, Indore","Gram Bhaislaya, Rau Pithampur RoAD",opp. STI Ltd. Near IIM Indore,Indore,Indore,453331,,,
54119,Madhya Pradesh,Artemisia College of Fine Arts and Animation,"5/5B, Navratanbagh Road, I Floor, Artemisia Building","Behind Vishesh Hospital, Geetabhavan Chauraha",Indore,Indore,452001,,,
29559,Madhya Pradesh,"I.P.S. Academy, indore","School of Fine Arts, IPS Academy","Rajendra Nagar, A.B. Road,",Indore,Indore,452012,https://www.iai.org,,
36066,Madhya Pradesh,"Lord Krishna College of Technology, Bhesalay Rau, Pithampur Road Near, IIM, Infront of Steel Tubes India, Indore",RAU PITHAMPUR ROAD,OPP STI LIMITED NEAR IIM,INDORE,Indore,453331,,,
36132,Madhya Pradesh,"Priyatam Institute of Technology & Management, Rau, Pithampur Bypass Road, Indore","RAU-PITHAMPUR BY PASS ROAD,","OPPOSITE STI LTD, GRAM SONWAY",INDORE,Indore,453331,,,
29781,Madhya Pradesh,"Priyatam Institute of Technology & Science, Rau, Pithampur Bypass, Indore",Pithmpur Bypass Road,Opp. STI,Indore,Indore,453331,,,
36275,Madhya Pradesh,"Sanghvi Innovative Academy, Darshan. 16/2 Old Plasia, 206-207, 3rd Floor, Indore","Gram kanadia old sehore road,Pragati Vihar II Indore M.P.",NA,Indore,Indore,452016,,,
36064,Madhya Pradesh,"Maharaja Ranjit Singh College of Professional Sciences, Hemkunt Campus, Village Palda, Khandwa Road, Indore-452017",HEMKUNT CAMPUS,KHANDWA ROAD,INDORE,Indore,452001,,,
54039,Madhya Pradesh,COLLEGE OF DESIGN AND TECHNOLOGY,10-11 Y N Road,Opp G S I T S College,Indore,Indore,452003,,,
36227,Madhya Pradesh,"""Truba College of Engineering & Technology, Indore Bypass Road, Kailod Kartal, Indore-452020""",KAILOD KARTAL BY-PASS ROAD RAU,RAU INDORE,INDORE,Indore,452020,,,
36013,Madhya Pradesh,"""B.M. College of Technology, Gokanya Khandwa Road, Indore452001""",VILLAGE-GOKANYA PO-KASTURBA GRAM,KHANDWA ROAD INDORE,INDORE,Indore,452020,,,
31076,Madhya Pradesh,COMP-FEEDERS TAKNIKI PRASHIKSHAN SANSTHAN INDORE,3 Gumasta Nagar,NA,Indore,Indore,452009,,,
36315,Madhya Pradesh,"Vikrant Institute of Technology and Management, Borkhedi, Behind Veterinary College, AB Road, Indore- 453446","GRAM - BORKHEDI, POST HARSOLA",TEHSIL MHOW,INDORE,Indore,453441,,,
31310,Madhya Pradesh,KRISHNA COMPUTER INSTITUTE INDORE,"7A RATLAM KOTHI, GEETA CHAMBERS,","GEETA BHAWAN SQUARE, A B ROAD",INDORE,Indore,452001,https://www.kcii.org,,
36207,Madhya Pradesh,"Central India Institutes. Of Pharmacy Indore, Indore-Dewas Bypass Rd., Arandiya, Indore., City Off.:-201,Sapphire Heights, Near Uttam Bhogh, 12,A.B. Road, Indore",Indore Dewas By Pass Road,Near omaxe city,Arandia,Indore,452001,,,
50979,Madhya Pradesh,SHRI VAISHNAV POLYTECHNIC COLLEGE INDORE,M.O.G. LINES,NEAR MHOW NAKA,INDORE,Indore,452002,,,
53446,Madhya Pradesh,Sanghvi Institute of Management and Science (MCA),"Pigdamber, Pithampur Bypass Road",Behind IIM Rau,Indore,Indore,453331,,,
29552,Madhya Pradesh,"Govt. Institute of Fine Art, Indore","Bal Bhawan, Scheme No. 78, Part-2, M.R.10-11, Near Gurudwara, Vijay Nagar, Indore (M.P.)","Bal Bhawan, Scheme No. 78, Part-2, M.R.10-11, Near Gurudwara, Vijay Nagar, Indore (M.P.)",Indore,Indore,452010,,,
29513,Madhya Pradesh,"Graffiti Institute of Fashion Technology, indore",305 shalimar corporate center,7 south tukoganj,indore,Indore,452001,,,
31518,Madhya Pradesh,INFOTECH COMPUTER ACADEMY INDORE,"C-22 HIG MAIN ROAD , RSS NAGAR","NEAR ATAL GATE, OPP MIG POLICE THANA",INDORE,Indore,452008,https://www.icai.org,,
31513,Madhya Pradesh,"IPS ACADEMY, Indore",HUKMAKHEDI,"NEAR RAJENDRA NAGAR, A.B. ROAD, INDORE",INDORE,Indore,452012,https://www.iai.org,,
29489,Madhya Pradesh,"Govt. Music College, indore",Subhash Marg,Chiman Bag,Indore,Indore,452007,,,
55149,Madhya Pradesh,"Renaissance Institute of Professional Studies, Indore","GRAM-NARLAY,POST -RANGWASA,DIST-INDORE","GRAM-NARLAY,POST -RANGWASA,DIST-INDORE",INDORE,Indore,452001,,,
53707,Madhya Pradesh,HARDZONE EDUCATIONAL SERVICES PVT. LTD. INDORE,"405-4TH FLOOR, MALHAR MEGA MALL","NEAR C-21 MALL, A.B. ROAD",INDORE,Indore,452010,,,
29820,Madhya Pradesh,"Indore Mangement Institute & Research Center,Khandwa Road, Indore",Gram Datoda,Khandwa Road,ndore,Indore,452016,,,
55258,Madhya Pradesh,Talk Show Educational Services Pvt Ltd,"4th floor, Malhar Mega Mall","Nr. C21 Mall, A.B. Road",Indore,Indore,452008,https://www.tsespl.com,,
31249,Madhya Pradesh,ISLAMIA INSTITUTE OF COMPUTER SCIENCE AND MANAGEMENT INDORE,2/2 OLD PALASIA,NA,INDORE,Indore,452001,,,
53779,Madhya Pradesh,V2 COMPUTER SOLUTIONS PVT. LTD.,"401, 4th Floor, Malhar Mega Mall, Nr. C 21 Mall",A.B.Road,Indore,Indore,452010,https://www.vcspl.org,,
31407,Madhya Pradesh,KALPTARU COMPUTER INDORE,"1st floor,ysh arcade",bhawar kua chouraha,indore,Indore,452001,,,
53967,Madhya Pradesh,DEVI AHILYA COMPUTER,"2ND FLOOR,PATNI TAWAR,1000,SUDAMA NAGAR",FUTI KOTHI CHOURAHA,INDORE,Indore,452009,https://dac.ac.in,04566-240142,devangaartscollege70@dac.ac.in
53387,Madhya Pradesh,Sa Re Ga Ma College of Art,"5/5-B Navratan Bagh Road, Behind Vishesh Hospital",Geeta Bhawan Square,Indore,Indore,452001,,,
53862,Madhya Pradesh,Master Mind Computer Academy,2 PARASPAR NAGAR INDORE,NA,INDORE,Indore,452009,https://www.mmca.org,,
53823,Madhya Pradesh,creative computer academy,31 Jaora Compound Indore,opposite M Y Hospital,indore,Indore,452001,https://www.creativecomputeracademy.com,,
54121,Madhya Pradesh,kalanjali Art and Music Academy,"109 - B Vidhyapati building , 17 racecourse road",NA,indore,Indore,452001,,,
35938,Madhya Pradesh,"""Indore Institute of Pharmacy, Pithampur Road, Opp. IIM, Rau, Indore ""","Opp.IIM Pithampur Road, Rau, Indore",NA,Indore,Indore,453331,,,
54122,Madhya Pradesh,VITAL EDUCATION SOCIETY,350 MAIN STREET BEHIND PUNJAB NATIONAL BANK,B.KISHAN LAL SCHOOL,MHOW,Indore,453441,https://ves.ac.in,,ves@ves.ac.in
55367,Madhya Pradesh,Devi ahilya college of pharmacy.,8 ushaganj indore,8 ushaganj indore,indore,Indore,452001,https://www.dacop.org,,
36003,Madhya Pradesh,"Prestige Institute of Engineering Management & Research, Scheme No 74-C. Sector D, Indore - 452010","Scheme No. 74-C, Sector-D, Vijay Nagar",Indore,Indore-452010,Indore,452010,,,
36244,Madhya Pradesh,"Swami Vivekanand College of Engineering, Khandwa Road, Near Tool Naka, Indore-452020","KHANDWA ROAD,",TOLL NAKA,INDORE,Indore,452020,,,
47947,Madhya Pradesh,"SRI AUROBINDO COLLEGE OF DENTISTRY, INDORE","Indore-Ujjain State Gram: Bhaurasala, Tehsil Sanwer Dist.: Indore","ndore-Ujjain State Gram: Bhaurasala, Tehsil Sanwer Dist.: Indore",Indore,Indore,453555,https://www.sacodi.com,,
29665,Madhya Pradesh,"Shri Umiya Girls College, Rau Indore",Shri Umiya Kanya Mahavidhyalaya Rangwasa Rau,Shri Umiya Dham Rangwasa Rau,Indore,Indore,453331,,,
29656,Madhya Pradesh,"Priyadarshini College, Indore","85 , MISHRA NAGAR",ANNAPURNA ROAD INDORE,INDORE,Indore,452009,https://www.pci.org,,
55083,Madhya Pradesh,International Fine Art Academy,165 RNT Marg,behind Jain's Cow urine Therapy Clinic,Indore,Indore,452001,https://www.ifaa.org,,
29783,Madhya Pradesh,"Kasturba Gram Sansthan, Kasturba Gram, Indore",Post Office Kasturbagram,"Khandwa Road, Indore 452020",Indore,Indore,452020,,,
29724,Madhya Pradesh,"Chamelidevi Institute of Technology and Management Gram Umarikhedi, Khandwa Road, Indore","CHAMELI DEVI GROUP OF INSTITUTIONS, GRAM UMARIKHEDA,","NEAR TOLL NAKA, KHANDWA ROAD",INDORE,Indore,452020,,,
29794,Madhya Pradesh,"Indore Christian College, Nasia Road, Indore",1 Nasia road Indore,NA,Indore,Indore,452001,,,
29771,Madhya Pradesh,"Choithram College of Paramedical Science, Manikbag Road, Indore",choithram hospital & research center,manik bagh road,Indore,Indore,452001,,,
36293,Madhya Pradesh,"Indore Institute of Science & Technology (II), Pithampur Iim, Rau, Indore - 453331","OPP IIM, Pithampur Bypass Road , Rau, Indore",As Above,Indore,Indore,453331,,,
29859,Madhya Pradesh,"Prestige Institute of Management & Research, Ring Road, Indore","2, Education & Health Sector","Scheme No. 54,",Indore,Indore,452010,,,
47281,Madhya Pradesh,"Civil College, Indore","394, Hare Krishna Vihar, Near Isckon Temple, Nipania Indore","City Office : 4, Utkarsh Vihar, Near Saket Nagar, Indore","Nipania, Indore",Indore,452016,https://www.cci.org,,
36173,Madhya Pradesh,"""College of Pharmacy, IPS Academy, Rajendra Nagar, A.B. Road, Indore-452012""","Rajendra Nagar,","A.B. Road, Indore-452012""",Indore,Indore,452012,,,
36237,Madhya Pradesh,"Acropolis Institute of Technology & Research, Village Raukhedi, Khasra No. 144/3, Indore Bypass Road, Indore-453771","Manglia Bypass, Indore",0,Indore,Indore,453771,,,
29757,Madhya Pradesh,"Shri Vaishnav Institute of Law Rajendra Nagar, Indore","Sch.No.97, Dhanwantri Nagar",Rajendra Nagar,Indore,Indore,452012,,,
29898,Madhya Pradesh,"Shri G.S.I.T.S. , Park Road, Indore","23, Sir M. Visvesvaraya Marg (Park Road), Indore",NA,Indore,Indore,452003,,,
53616,Madhya Pradesh,"Chameli Devi Institute of Professional Studies, Indore",Gram Umri Kheda,Near Toll Naka Khandwa Road,Indore,Indore,452020,,,
47957,Madhya Pradesh,"INDEX INSTITUTE OF DENTAL SCIENCES, INDORE","index institute of dental sciences,index city,NH-59A, near Khudel",Nemawar road,indore,Indore,452016,,,
47955,Madhya Pradesh,"SMT RUKHMINIBEN DEEPCHAND BHAI GARDI, NTC, INDORE",M.O.G. LINES,DHAR ROAD,INDORE,Indore,452002,,,
29813,Madhya Pradesh,"Rishiraj Institute of Technology Village Revati, Sanwer Road,Indore","Revati, Sanwer Road, Indore","Revati, Sanwer Road",Indore,Indore,453331,,,
29795,Madhya Pradesh,"Bombay Hospital College of Nursing, Ring Road, Indore","6th floor, Bombay Hospital College of Nursing","Ring road, Vijaynagar",Indore,Indore,452010,,,
47950,Madhya Pradesh,"SRI AUROBINDO INSTITUTE OF SPEECH & HEARING, INDORE","Indore-Ujjain State Highway, Near MR-10 Crossing","Gram : Bhanwarasla, Teh. Sanwer, Indore (MP)",Indore,Indore,453555,,,
47949,Madhya Pradesh,"SAIMS COLLEGE OF NURSING, INDORE","INDORE-UJJAIN STATE HIGHWAY, NEAR MR-10 CROSSING","GRAM BHANWARSLA, TEH.-SANWER, INDORE (M.P.)",INDORE,Indore,453555,,,
29715,Madhya Pradesh,"Sri Aurobindo Institute of Medical Sciences, Sanwar Road, Indore","Indore-Ujjain State Highway, Near MR-10 Crossing","Gram - Bhanwarasla, Teh. Sanwer, Indore (MP)",Indore,Indore,453555,,,
49834,Madhya Pradesh,"INSTITUTE OF BUSINESS MANAGEMENT & RESEARCH, IPS ACADEMY",RAJENDRA NAGAR A.B. ROAD,NA,INDORE,Indore,452012,,,
36230,Madhya Pradesh,"""Indore Institute of Computer Application,Opp. IIM, Pithampur Road, Rau, Indore - 453331""","Opp. IIM, Pithampur Road, Rau, Indore - 453331""",NA,INDORE,Indore,453331,,,
29755,Madhya Pradesh,"Graduate School of Business , Nipaniya, Indore","Nipaniya Bypas, Opposite DPS School Indore (MP)","Nipaniya Bypas, Opposite DPS School Indore (MP)",Indore,Indore,452010,,,
29700,Madhya Pradesh,"Softvision Institute of Technology & Science, Vijay Nagar, Indore",Scheme No. 54 Sector F Vijay Nagar,Opp. Meghdut Garden,Indore (M.P.),Indore,452010,,,
36096,Madhya Pradesh,"Chamelidevi Group of Institutions, Gram Umrikheda, Near Toll Naka, Khandwa Road, Indore 452020","Gram Umri Kheda Near Toll Naka,",Khandwa Road,Indore,Indore,452020,,,
47954,Madhya Pradesh,"MEDICAPS INSTITUTE OF TECHNO MANAGEMENT, INDORE",Medi-Caps Campus,"A B Road, Gram Pigdamber, Rau",Indore 453331,Indore,453331,,,
47953,Madhya Pradesh,"MEDICPAS INSTITUTE OF TECHNOLOGY AND MANAGEMENT, INDORE",Medi-Caps Campus,AB Road Gram Pigdamber Rau,Indore,Indore,453331,,,
29741,Madhya Pradesh,"Indore Institute of Science & Technology, Pithampur Road, Rau, Indore",Opposite IIM,Pithampur Road,"Rau, Indore",Indore,453331,,,
29873,Madhya Pradesh,"Govt. Arts & Commerce College A.B.Road, Indore","A.B. Road,",Near Bhanwar Kua Square,Indore,Indore,452017,,,
29653,Madhya Pradesh,"Index Medical College Hospital & Research, Nemawar Road, Indore","Index City,Gram Morodhat NH-59 A, Nemawar Road Near Khudel Indore","104, Trishul Appartment, 5 Sanghi Colony, A.B. Road, Indore",Indore,Indore,452016,,,
29818,Madhya Pradesh,"Modern Dental College of Research Center, Gandhi Nagar, Indore","Opp. Gandhi Nagar, Bijasan Road,",NA,Indore,Indore,453112,,,
36143,Madhya Pradesh,"Shri G. S. Institute of Technology & Science, 23,Park Road, Indore - 452003","23, Sir M. Visvesvaraya Marg",Park Road,Indore,Indore,452003,,,
35961,Madhya Pradesh,"Shri Govindram Seksaria Institute of Technology & Science, 23,Park Road, Indore","23, Sir M. Visvesvaraya Marg",Park Road,Indore,Indore,452003,,,
47951,Madhya Pradesh,"SRI AUROBINDO INSTITUTE OF LIBRARY & INFORMATION SCIENCE, INDORE","Indore-Ujjain State Highway, Near MR-10 Crossing","Gram - Bhanwarasla, Teh. Sanser, Indore (MP)",Indore,Indore,453555,,,
29845,Madhya Pradesh,"Mata Jeeja Bai Govt. P.G. Girls College Moti Tabela, Indore",Mata Jijabai Govt. Girls P.G. College,"Moti Tabela, Indore",INDORE,Indore,452001,,,
29714,Madhya Pradesh,"Shri Vaishnav Institute of Management, Indore",Scheme No. 71,Gumasta Nagar,Indore,Indore,452009,,,
44154,Madhya Pradesh,Smt. Dhairya Prabhadevi Sojatia Women's College,Opp Bilawali Tank Khandwa Road Indore,Opp Bilawali Tank Khandwa Road Indore,Indore,Indore,452020,,,
29651,Madhya Pradesh,"Shri Aurbindo Institute of Management, Sanwer Road, Indore","SAIMS Campus, Indore-Ujjain State Highway","Near MR-10 Crossing Bhanwarsala, Indore",Indore,Indore,453555,,,
29792,Madhya Pradesh,"Shubhdeep Ayurvedic Medical College, Khandwa Road, Indore","Gram Datoda,","Khandwa Road,",Indore,Indore,452020,,,
52089,Madhya Pradesh,SRI AUROBINDO INSTITUTE OF PHARMACY,"INDORE-UJJAIN HIGHWAY, NEAR MR-10 C ROSSING,INDORE (M.P.)",NA,INDORE,Indore,453555,,,
29840,Madhya Pradesh,"Indore Institute of Computer Application, Opp.IIM Rau, Indore",Opposite IIM,Pithampur Road,"Rau, Indore",Indore,453331,,,
29882,Madhya Pradesh,"Index Nursing College, Nemawar Road, Indore","Index City, Gram Morodhat, NH--59-A, Nemawar Road, Indore","104 Trishul Apartment, 5 Sanghi Colony, A.B. Road, Indore",Indore,Indore,452016,,,
