id,state,name,address_line1,address_line2,city,district,pin_code,website,phone_numbers,emails
54139,Madhya Pradesh,"TATA COLLEGE, MAUGANJ, REWA",BARYA KALA,"MAUGANJ, TEH-MAUGANJ",MAUGANJ,Rewa,486331,https://www.tcmr.com,,
31876,Madhya Pradesh,"GOVT.COLLEGE,RAIPURKARCHULIAN,REWA",NEAR N H 7,RAIPUR KARCHULIYAN REWA MP,REWA,Rewa,486114,,,
31878,Madhya Pradesh,"GOVT.COLLEGE,GURH,REWA","GOVT.COLLEGE,GURH, REWA V+P- GURH DISTT REWA","GOVT.COLLEGE,GURH,REWA V+P- GURH DISTT REWA",REWA,Rewa,486553,,,
50639,Madhya Pradesh,"I PS College, Nirala Nagar",RAJEEV MARG NIRAL NAGAR REWA,RAJEEV MARG NIRAL NAGAR REWA,RAJEEV MARG NIRAL NAGAR REWA,Rewa,486001,,,
31764,Madhya Pradesh,"YAMUNA PRASAD SHASTRI COLLEGE SIRMAUR,REWA",Dabhoura Road Sirmour M.P.,Sirmour M.P.,Sirmour,Rewa,486448,,,
31823,Madhya Pradesh,GOVT.LAW COLLEGE.REWA,Govt Law college Rewa NH-7 Jhiriya Rewa,Govt Law college Rewa NH-7 Jhiriya Rewa,Rewa,Rewa,486001,https://www.gc.org,,
31850,Madhya Pradesh,D.R.S. COLLEGE REWA,VILLAGE GANGAPUR (BHATLO) P.O. DIHIYA,REWA,REWA,Rewa,486001,,,
50373,Madhya Pradesh,"RAMBAI SMRITI COLLEGE, DABHAURA",PRINCIPAL RAM BAI SMRIT COLLEGE,DABHAURA,REWA,Rewa,486556,https://www.rscd.com,,
31435,Madhya Pradesh,SHRI COMPUTER POINT REWA,First Floor Mahendra Pratap Complex University Road,NA,Rewa,Rewa,486001,https://www.scpr.org,,
31147,Madhya Pradesh,VINDHYA INSTITUTE OF COMPUTER SCIENCE REWA,KHANNA TOWER ABOVE UNION BANK SECOND FLOUR SIRMOUR CHOUK REWA,KHANNA TOWER ABOVE UNION BANK SECOND FLOUR SIRMOUR CHOUK REWA,REWA,Rewa,486001,,,
54136,Madhya Pradesh,NATURE INSTITUTE OF COMPUTER AND MANAGEMENT STUDIES,INFRONT OF UNIVERSITY STADIUM,NEAR ENGINEERING COLLEGE OLD CHUNKI NAKA,REWA,Rewa,486001,,,
54138,Madhya Pradesh,shri kedar institute of computer technology R.I.T COMPLEX SIRMOUR CHOUK REWA,shri kedar institute of computer technology,R.I.T COMPLEX SIRMOUR CHOUK REWA,rewa,Rewa,486001,,,
31826,Madhya Pradesh,"GOVT.COLLEGE,NAIGARHI,REWA",GOVT COLLEGE NAIGARHI,NA,REWA,Rewa,486340,https://g.org,,
31834,Madhya Pradesh,"RAJBHANU SINGH SMARK COLLEGE MANIKWAR,REWA",POST MANIKWAR,DISTT. REWA,REWA,Rewa,486123,,,
31883,Madhya Pradesh,"GOVT.EDUCATION COLLEGE,REWA","university road,civil lines",rewa (m.p.) 486001,rewa,Rewa,486001,https://www.gc.org,,
31837,Madhya Pradesh,"S.R.P SMARK COLLEGE HANUMANA,REWA",Hanumana,0,Rewa,Rewa,486335,https://www.ssch.org,,
53709,Madhya Pradesh,UNIQUE COMPUTER AND MEDIA CENTRE,"ANGURI BUILDING COMPLEX ABOVE ALLAHABAD BANK, UNIVERSITY ROAD Rewa",NA,REWA,Rewa,486001,,,
31856,Madhya Pradesh,GOVT. AYURVED COLLEGE.REWA,Tamra Road,Nipaniya,Rewa,Rewa,486001,https://gac.ac.in,,
53677,Madhya Pradesh,NICE COMPUTER ACADEMY REWA,5 HEDGEWAR NAGAR,NEAR COLLEGE CHOWK,REWA,Rewa,486001,https://www.ncar.org,,
54140,Madhya Pradesh,EXCELLENCE INSTITUTE OF COMPUTER AND I.T. MANGAWAN,BASTI ROAD MANGAWAN REWA,BASTI ROAD MANGAWAN REWA,REWA,Rewa,486111,,,
54137,Madhya Pradesh,AWADH INSTITUTE OF COMPUTER SCIENCE and TECHNOLOGY,"Beside PHE Department, Near Geeta Jyoti School,","Allahabad Road, Urrhat",Rewa,Rewa,486001,,,
31807,Madhya Pradesh,"GOVT.S.V COLLEGE,TEONTHAR,REWA",Teonthar,District Rewa,teonthar,Rewa,486220,https://www.gc.org,,
31866,Madhya Pradesh,PT. RAM SUNDER SHUKLA SHIKSHA EVAM PRASHIKSHAN SANSHTHAN,VILL PAHADIYA,POST BAKCHHERA TEH RAIPUR KARCHULIYAN,REWA,Rewa,486001,,,
31798,Madhya Pradesh,"S B B PATEL SHIKSHA COLLEGE RATAHRI,SMAN,REWA",rathari rewa,NA,rewa,Rewa,486003,,,
50382,Madhya Pradesh,"CHHATRAPATI SAHU JI B.ED. COLLEGE, RATHARI, REWA","BEHIND RTO OFFICE, RATAHARI",REWA,REWA,Rewa,486001,,,
47486,Madhya Pradesh,"GOVERNMENT COLLEGE, MANGAWAN",0,infront of police station mangawan,town-mangawan(nagar panchayety),Rewa,486111,https://www.gcm.co.in,,
31263,Madhya Pradesh,NIC COMPUTER AND I.T. REWA,"23 MIG,HEDGEWAR NAGAR",OPP-REDIO COLONY,REWA,Rewa,486001,https://www.ncair.org,,
55370,Madhya Pradesh,S.S.SAINATH PARA MEDICAL COLLEGE,OPP.CHURCH,BODA ROAD NEEM CHOURAHA,REWA,Rewa,486001,https://www.spmc.org,,
50378,Madhya Pradesh,"RANI COLLEGE OF EDUCATION, RAUSAR, REWA","KHASRA NO.225/2, PLOT NO.1","REWA-TAMRA ROAD,VILL.-P0ST-RAUSAR,TEHSIL-HUZUR",REWA,Rewa,486006,,,
31810,Madhya Pradesh,"SUDARSHAN COLLEGE LALGAWAN,REWA","VILLAGE AND POST - LALGAON,",DISTRICT REWA,REWA,Rewa,486117,,,
47483,Madhya Pradesh,"GOVERNMENT COLLEGE, DEVTALAB",Govt College Devtalab,Govt College Devtalab,Devtalab,Rewa,486341,https://www.gcd.org,,
31871,Madhya Pradesh,M.L. CHAURASHIYA B.ED COLLEGE REWA,VILL-KHAMA POST.LOHI.,TEHSIL GURH ROAD REWA.,REWA,Rewa,486006,,,
31788,Madhya Pradesh,"GOVT.G.D.C COLLEGE,REWA",KOTHI COMPOUND REWA,NA,REWA,Rewa,486001,https://www.gc.org,,
31824,Madhya Pradesh,"NEHRU SMARAK COLLEGE CHAKGHAT, REWA",VILLAGE AND POST CHAKGHAT,DISTRICT REWA,CHAKGHAT,Rewa,486226,https://www.nsccr.org,,CONTACTNSCCR@NSCCR.ORG
31847,Madhya Pradesh,"SHRIYUT COLLEGE GANGAVE,REWA",VILLAGE/ POST - GANGO,NATIONAL HIGHWAY - 27,GANGEO,Rewa,486111,https://www.scg.org,,
31875,Madhya Pradesh,"GOVT.S.S MEDICAL COLLEGE,REWA","Dhobiya Tanki, SGM Hospital Rewa (M.P)","Dean,S.S Medical college rewa (mp)",REWA,Rewa,486001,https://gmc.ac.in,0734-2920500,
36223,Madhya Pradesh,"Rewa Engineering College, University Road, Rewa - 486001","Rewa Engineering College, University Road, Rewa - 486001","Rewa Engineering College, University Road, Rewa - 486001",Rewa,Rewa,486002,,,
31835,Madhya Pradesh,CHAURASHIYA PAIRAMEDICAL INSTITUT REWA,village khamha post lohi,Tahsil Gurh,REWA,Rewa,486003,https://www.cpir.org,,
31898,Madhya Pradesh,"S I P STUDYIES, AJAD NAGAR, URRHAT, REWA",civilline word -6 near jyanti kunj rewa m.p.,civilline word -6 near jyanti kunj,REWA,Rewa,486001,,,
31778,Madhya Pradesh,"YAMUNA PRASAD SHASTRI COLLEGE SEMARIA,REWA",NAGAR PANCHAYAT SEMARIYA,SEMARIYA TO SATNA ROAD V/P SEMARIYA,SEMARIYA,Rewa,486445,,,
55386,Madhya Pradesh,T D EDUCATION COLLEGE,Sirmour road laxmapur lauva district - rewa m p,H NO 11/415 INDIRA NAGAR DISTRICT REWA MP,REWA,Rewa,486440,https://www.tdec.com,,
31854,Madhya Pradesh,"REWANCHAL INSTITUT OF TECNOLOGY LALGANWA,REWA","11/415 , INDIRA NAGAR, REWA","NEAR REWANCHAL SCHOOL, INDIRA NAGAR, REWA",REWA,Rewa,486001,,,
31812,Madhya Pradesh,GOVT.MODAL SCIENCE COLLEGE.REWA,CIVIL LINES,NA,REWA,Rewa,486001,https://www.gsc.ac.in,,
47493,Madhya Pradesh,"SHRI KALIKA SHIKSHA SHODH SANSTHAN, NIPANIYA, REWA","Ward No. 2, Nipaniya, Distt. Rewa M.P.",NA,Rewa,Rewa,486001,,,
50456,Madhya Pradesh,"SHRI KALIKA KANYA COLLEGE, NIPANIYA","Puspraj Nager, Nipaniya, Rewa M.P.",NA,Rewa,Rewa,486001,,,
268,Madhya Pradesh,"Awadesh Pratap Singh University, Rewa","Awadesh Pratap Singh University, Rewa","Awadesh Pratap Singh University, Rewa",REWA,Rewa,486003,,,
1600,Madhya Pradesh,JAYPEE POLYTECHNIC AND TRAINING CENTRE REWA,NAUBASTA,JAYPEE NAGAR,REWA,Rewa,486450,,,
4724,Madhya Pradesh,T D INSTITUTE OF PROFESSIONAL STUDIES REWA,"SIRMOUR ROAD, LAKSHMANPUR",NA,NA,Rewa,486440,,,
1619,Madhya Pradesh,REWA POLYTECHNIC (PHARMACY) REWA,NH - 7 Allahabad Road Ratahara Rewa,NA,Rewa,Rewa,486001,,,
1579,Madhya Pradesh,GOVT.POLYTECHNIC COLLEGE REWA,CAMPUS REWA ENGINEERING COLLEGE,REWA (M.P.),REWA,Rewa,486002,https://www.gcr.in,,
