id,state,name,address_line1,address_line2,city,district,pin_code
34840,Madhya Pradesh,OXFORD COLLEGE,D-15 BASANT VIHAR,GWALIOR,GWALIOR,Gwalior,474001
19132,Madhya Pradesh,"Govt. K.N. Mahila Mahavidyalaya, Damoh",CIVIL WARD NO 4,DAMOH,DAMOH,Damoh,470661
34904,Madhya Pradesh,KESHAV EDUCATION COLLEGE,keshav mahavidhyalaya,shanti nagar,shivpuri,Shivpuri,473551
48063,Madhya Pradesh,"SHRI RADHA KUND SARKAR MAHAVIDYALYA, BILAUA, DABRA","Ladera Road, Aathai Mohalla, Billava, Gwalior M.P.","Ladera Road, Aathai Mohalla, Billava, Gwalior M.P.","Billava, Gwalior",Gwalior,475110
34882,Madhya Pradesh,SAI SHRADDHA NURSING COLLEGE,PAWANSUT COLONY,HURAWALI TIRAHA MORAR,GWALIOR,Gwalior,474006
33438,Madhya Pradesh,"Govt. Degree College, Sleemnabad, Katni",NH - 7 Near Police Thana,Tah. Bahoriband,Sleemnabad,Katni,483440
19205,Madhya Pradesh,Ojaswani Utkrishta Sansthan Damoh,Mailya mill campus Damoh,NA,Damoh,Damoh,470661
31627,Madhya Pradesh,"Tribhawans College, Dewas","Shivshakti,Gourav Nagar Dewas",Dewas M.P.,Dewas,Dewas,455001
31686,Madhya Pradesh,"R.B.S.Inst.Of Education, Kacholi, Neemuch",KHASRA NO 264,VILLAGE KACHOLI,NEEMUCH,Neemuch,458336
31730,Madhya Pradesh,"Advance Science & Commerce College, Ujjain","83/18, Madhav club road",Teen batti chauraha freeganj,Ujjain,Ujjain,456010
47241,Madhya Pradesh,"R B S INSTITUTE OF NURSING, NEEMUCH",harkiyakhal chowraha,mandsaur highway,neemuch,Mandsaur,458336
35326,Madhya Pradesh,"Harda Degree College, Manpura Chowk, Harda",Opp. Collector Bungalow,Indore road,Harda,Harda,461331
34933,Madhya Pradesh,PT. DEEN DAYAL UPADHYAY COLLEGE PORSA,SABZI MANDI ROAD,PORSA,PORSA,Morena,476115
31855,Madhya Pradesh,T.D.SHIKSHA COLLEGE INDRANAGAR REWA,SIRMAUR ROAD LAKSHAMANPUR REWA M.P.,LAKSHAMANPUR,REWA,Rewa,486440
44988,Madhya Pradesh,"UNIQUE GIRLS COLLEGE, PARASIA",Behind LIC OFFICE,NEAR GOVT. HOSPITAL,PARASIA,Chhindwara,480441
35178,Madhya Pradesh,"Govt. P.G. College, Pipariya, Hoshangabad",SHOBHAPUR ROAD PIPARIYA,461775,PIPARIYA,Hoshangabad,461775
47923,Madhya Pradesh,"GYANWATI MAHAVIDYALAYA, BHIND",VILLLAGE PITHANPURA,POST SYAWALI BLOCK ATER,BHIND,Bhind,477111
31681,Madhya Pradesh,"Guru Harkishan College of Education, Ratlam.",khasra & Plot No. 51/8 Street Sailana Road,"Vill - Barbad P.O. Banjali, Teh. + Town Ratlam",RATLAM,Ratlam,457001
31751,Madhya Pradesh,"Shikhar Teacher Training Inst. Bholyawas, Neemuch","Khasra No.-345, Behind scheme No.-36A, Near Basarba Church","Villege-Bholiyawas, Neemuch",Neemuch,Neemuch,458441
31864,Madhya Pradesh,"G.D.C. ,DHANPURI,ANUPPUR",POST - DHANPURI,DISTT. SHAHDOL,SHAHDOL,Anuppur,484114
48079,Madhya Pradesh,"S B D KALA EVAM VIGYAN MAHAVIDYALYA, NAGRA, PORSA",NAGRA,PORSA,PORSA,Morena,476115
34726,Madhya Pradesh,RAMSUAROOP EDUCATION COLLEGE,MUDIA KHEDA,POST UDOTPURA,BHIND,Bhind,477001
29671,Madhya Pradesh,"M.K. H.S. Gujarati Girls Commerce College, Indore","1, Maharani Road","1, Maharani Road",Indore,Indore,452001
29796,Madhya Pradesh,"Shri Saibaba College, Khaknar, Dist. Burhanpur",Amravati Road,Khaknar,Khaknar,Burhanpur,450332
34728,Madhya Pradesh,NEELKANTH EDUCATION COLLEGE,MAHAVEER NAGAR,BTI ROAD,BHIND,Bhind,477001
35943,Madhya Pradesh,"Gyan Sagar College of Engineering, Village Seronja, Tehsil & District Sagar",NH 26 Narsinghpur Road,Vill Sironja Tehsil & District Sagar,Sagar,Sagar,470028
34886,Madhya Pradesh,JAI HIND BISMIL COLLEGE AMBAH,Diversion Road,Ambah,Ambah,Morena,476111
35260,Madhya Pradesh,"Sant Hirdaram College,Bairagarh, Bhopal","Lake Road, Sant Hirdaram Nagar",Bairagarh,Bhopal,Bhopal,462030
29752,Madhya Pradesh,"P.M.B. Gujarati Arts College, Indore","1, NASIA ROAD, SARDAR PATEL GROUND",BEHIND SARVATE BUS STAND,INDORE,Indore,452001
33376,Madhya Pradesh,"Jabalpur College of Computer & Communication, J.R. Complex Narbada Road Katanga Crossing Gorakhpur, Jabalpur","1101, Napier Town, Near Shastri Bridge",NA,Jabalpur,Jabalpur,482001
47246,Madhya Pradesh,"GOVERNMENT GIRLS COLLEGE, NAGDA",Jawahar Marg,Near Civil Hospital,Nagda,Ujjain,456335
19234,Madhya Pradesh,"Vidya Devi Shukla College, Chhindwara",ward No. 3 Behind Police Thana Junnardeo,NA,Junnardeo,Chhindwara,480551
36102,Madhya Pradesh,"S.G.B.M. Institute of Technology & Science, Village Bineki, Tahsil Patan Dist. Jabalpur","Village Bineki,",Tahsil Patan Dist.,JABALPUR,Jabalpur,482002
29473,Madhya Pradesh,"College of Agriculture , Rewa",Padra,Rewa,Rewa,Rewa,486001
48688,Madhya Pradesh,"M M D COLLEGE, JAGANNATHPURA, JABASA","VILL JAGANNATHPURA , POST MURLIPURA",TEHSIL ATER DISTT BHIND (MP),bhind,Bhind,477001
52349,Madhya Pradesh,LORD COLLEGE OF STUDIES,NH-75 JHANSI ROAD MAKODA,MAKODA CHAURAHA,DABRA GWALIOR,Gwalior,474005
34804,Madhya Pradesh,JAI HIND BISMIL COLLEGE OF EDUCATION AMBAH,Diverson Road,Vill & Post Jaloni,Ambah,Morena,476111
31885,Madhya Pradesh,"GOVT.COLLEGE SIHAWAL, SIDHI",VILL BAMURI SIHAWAL,SIDHI,SIDHI,Sidhi,486670
48698,Madhya Pradesh,"RAMKRISHNA COLLEGE OF NURSING, SADA",INSTITUTIONAL AREA SECTOR -C BLOCK NO-27 NEAR SADA,OFFICE GRAM PANCHAYAT SOUJANA TIGHRA ROAD SADA,GWALIOR,Gwalior,474001
48676,Madhya Pradesh,SICA COLLEGE,"ISKCON Vihar Colony, Nipania Main Road",Near Advanced Acedmy School,Indore,Indore,452010
31666,Madhya Pradesh,"Govt. Girls College, Dewas",itawa,ujjain road,Dewas,Dewas,455001
50401,Madhya Pradesh,"N.I.C.T. KANYA COLLEGE, VAIDHAN",BILOUJI,PO- WAIDHAN,SINGRAULI,Singrauli,486886
33382,Madhya Pradesh,"Mahakoushal College of Science, Chhapara, Seoni",At Lalmati Chhapara,At Lalmati Chhapara,Chhapara,Seoni,480884
34959,Madhya Pradesh,SPS ACADEMY,FATEHPUR ROAD,SHIVPURI,SHIVPURI,Shivpuri,473551
35284,Madhya Pradesh,"Green Vally College, C-Sector, Kolar Road, Bhopal",300/1 sarvadharm c sector kolar road,kolar road,bhopal,Bhopal,462042
47982,Madhya Pradesh,VICTORIA COLLEGE OF EDUCATION,72/10 MADHUBAN FARM HOUSE NAYAPURA,KOLAR ROAD,BHOPAL,Bhopal,462042
34873,Madhya Pradesh,YUVA COLLEGE,"Vill. Barkhedi, Guna Road Ashok Nagar - 473331",NA,Ashok Nagar,Ashoknagar,473331
34858,Madhya Pradesh,OPTIMUS COLLEGE HIGHER STUDIES,"300, Jiwaji Nagar,","Thatipur,",Gwalior,Gwalior,474012
31636,Madhya Pradesh,"Shri J.N.Law College, Mandsaur",Teerthankar Bhagwan Mahaveer Marg,Mandsaur,Mandsaur,Mandsaur,458001
36087,Madhya Pradesh,"Rukmini Devi Institute of Science and Technology, Saliaya Road, Misrod, Bhopal",Misrod,Saliya Road,Bhopal,Bhopal,462042
29849,Madhya Pradesh,"Govt. Degree College, Depalpur",Indore road,Depalpur,Indore,Indore,453115
31679,Madhya Pradesh,"Safal College, Suswara, Mandsaur",Maruti Nagar,Suwasra,Suwasra,Mandsaur,458888
29471,Madhya Pradesh,"College of Agriculture, Tikamgarh",Madhuban Colony Kundeshwar Road,NA,Tikamgarh,Tikamgarh,472001
47983,Madhya Pradesh,"AD KADWE COLLEGE, DUNAWA MULTAI",MAIN RAOD DUNAWA,DUNAWA,DUNAWA,Betul,460663
48196,Madhya Pradesh,ACADEMY OF NURSING AND HEALTH SCIENCES BHOPAL,"Plot No. 130/2, Post-Amravat Kalan, Kolar Road","Plot No. 130/2, Post-Amravat Kalan, Kolar Road",Bhopal,Bhopal,462042
34693,Madhya Pradesh,NAGAJI INSTITUTE OF EDUCATION SITHOLI,"Thakur Baba campus, Sitholi, Jhansi Road, Gwalior (M.P.)","Thakur Baba campus, Sitholi, Jhansi Road, Gwalior (M.P.)",Gwalior,Gwalior,474001
47520,Madhya Pradesh,"BUNDELKHAND COLLEGE, BUXWAHA",DAMOH ROAD,ESSAR PETROL PAMP KE SAMNE,BUXWAHA,Chhatarpur,471318
35350,Madhya Pradesh,"Govt. Homeopathic Medical College, Bhopal","AYUSH Campus,beside kaliyasot dam,M.A.C.T.Hills",NA,Bhopal,Bhopal,462003
29676,Madhya Pradesh,"Bherulal Patider Govt. P.G. College, Mhow","A.B. ROAD, DONGARGAUN, MHOW",0,MHOW,Indore,453441
19174,Madhya Pradesh,"Govt. College, Dhana","Govt.College,Dhana",As above,Dhana,Sagar,470228
36166,Madhya Pradesh,"Shri Ram Institute of Pharmacy, Near I.T.I, Madhotal, Jabalpur",NEAR ITI MADHOTAL JABALPUR,NA,JABALPUR,Jabalpur,482002
34852,Madhya Pradesh,GOVT. PG COLLEGE,Datia-475661,Madhya Pradesh,Datia,Datia,475661
35254,Madhya Pradesh,"NES College, Hoshangabad",Near the govt. S.N.G. Higher secondary School,Hoshangabad M.P. Pin 461001,Hoshangabad,Hoshangabad,461001
52129,Madhya Pradesh,ISBA INSTITUTE OF PROFESSIONAL STUDIES,"82/2/1, GRAM PIPLAYA KUMAR,","NEAR BOMBAY HOSPITAL,",INDORE,Indore,452010
34947,Madhya Pradesh,SPS COLLEGE,INFRONT OF SP OFFICE,VIDISHA ROAD,ASHOKNAGAR,Ashoknagar,473331
53046,Madhya Pradesh,Central Institute of Technology (Polytechnic),Indore - Dewas Bypass Road,"Gram Arandiya, Post Jhalaria",Indore,Indore,452016
35383,Madhya Pradesh,"Chitransh A.D. College, E-7 Chitragupt Nagar Arera Colony, Bhopal","Khajuri-E Mart at Village Khajuri Kalan, Near Cristal Ideal City,",Awadhpuri,Bhopal,Bhopal,462024
31867,Madhya Pradesh,"GOVT.INDIRA GANDHI HOMESCIENCE COLLEGE, SHAHDOL",Beside Polytechnique Institute,Pandav Nagar,Shahdol,Shahdol,484001
29819,Madhya Pradesh,"Victoria College of Education, Khandwa Road, Indore","255/1/1/1, village Morod Khandwa Road Indore","255/1/1/1, village Morod Khandwa Road Indore",Indore,Indore,452020
31675,Madhya Pradesh,"Saraswati Education College, Mandsaur",Sanjit Marg Jaggaked Mandsaur,Sanjit Marg Jaggaked Mandsaur,Mandsaur,Mandsaur,458001
53386,Madhya Pradesh,GOVERMENT NAVEEN COLLEGE BANKHEDI HOSHANGABAD M P,Govt.Naveen college Station Road Bankhadi,Govt.Naveen college Station Road Bankhadi,Bankhadi,Hoshangabad,461990
29767,Madhya Pradesh,"Govt. Maharani Laxmi Bai Nutan Girls College, Kila Maidan, Indore","Fort , Indore",Indore,Indore,Indore,452006
29829,Madhya Pradesh,Govt. College New Harsud,"Sector no.5 , Near Police Station New harsud","Sector no.5 , Near Police Station New harsud",New Harsud,Khandwa,450116
36010,Madhya Pradesh,"Institute of Engineering & Science, IPS Academy, Rajendra Nagar, A.B. Road, Sita Building, Indore 452003","Rajendra Nagar, A.B.Road,",NA,Indore,Indore,452012
29708,Madhya Pradesh,"Sardar Vallabh Bhai Patel College, Mandleshwar","Barwah Road, Mandleshwar","Barwah Road, Mandleshwar",Mandleshwar,Khargone,451221
35182,Madhya Pradesh,"Extol Inst. of Management, Near Lily Talkies Jehangirabad, Bhopal",opp Lower lake Jahangirabad,opp Lower lake Jahangirabad,Bhopal,Bhopal,462003
52167,Madhya Pradesh,"K.K. COLLEGE OF NURSING, INDORE","Plot No. 37,Scheme No. 54,","Sector E-H, Vijay Nagar",Indore,Indore,452010
48069,Madhya Pradesh,"B L MAHAVIDYALYA, JOURA ROAD",B.L.COLLEGE CITY OFFICE KESHAV COLONY MORENA(MP),"B.L.college-joura road,Morena (M.P.)",MORENA,Morena,476001
33334,Madhya Pradesh,"Govt. J.S.T.P.G. College, Balaghat",Near Hanuman Mandir Kali Putli Chowk Balaghat (M.P.),Near Hanuman Mandir Kali Putli Chowk Balaghat (M.P.),Balaghat,Balaghat,481001
33412,Madhya Pradesh,"Kamore Science College, Kymore, Katni",kymore,teh - vijayraghavgarh,kymore,Katni,483880
29880,Madhya Pradesh,"Govt. College, Sanawad",Chaandni Pura Punasa Road West Nimar Khargone,Chandni Pura Punasa Road West Nimar Khargone,Sanawad,Khargone,451111
29660,Madhya Pradesh,"Shri Nityanand B.Ed. College, 1 Mission Compound, Dhar","365/1 Gyanpura, Vikas khand Tirla , Dist. Dhar",NA,dhar,Dhar,454001
31615,Madhya Pradesh,"Sandipani Low College, Ujjain",Kshapank Marg,Dashera Maidan,Ujjain,Ujjain,456010
34751,Madhya Pradesh,SHIVAM COLLEGE PORSA,AMBAH ROAD PORSA,DISTT. MORENA,PORSA,Morena,476115
48689,Madhya Pradesh,"R L D NURSING COLLEGE, SURPURA",SURPURA,ATER,BHIND,Bhind,477001
52275,Madhya Pradesh,ARYANSH COLLEGE,Village Dhaneli Road,Morar,Gwalior,Gwalior,474006
34828,Madhya Pradesh,"RVS COLLEGE JOTAI ROAD, PORSA",JOTAI ROAD PORSA,JOTAI ROAD,PORSA,Morena,476115
29768,Madhya Pradesh,"Shri Guru Gobind Singh College, Khandwa Road, Indore",7 KHANDWA ROAD,Indore,Indore,Indore,452010
34867,Madhya Pradesh,BIMR COLLEGE OF LIFE SCIENCES,surya mandir road,residency,gwalior,Gwalior,474005
36185,Madhya Pradesh,"Trinity Institute of Technology & Research, Hathai Kheda Kokta, Raisen Road, Bhopal","HATHAI KHEDA ,KOKTA BY PASS ,","RAISEN ROAD ,TEHSIL HUZUR BHOPAL",Bhopal,Bhopal,462021
19172,Madhya Pradesh,"Ojaswini Institute of Nursing Science and Research, Damoh",Engineering Campus,Sagar Road,damoh,Damoh,470661
33353,Madhya Pradesh,"G.S. College of Commerce & Economics, Near Civil Lines Thana, Jabalpur",SOUTH CIVIL LINE,NA,JABALPUR,Jabalpur,482001
36213,Madhya Pradesh,"Bhabha Engineering Research Institute, Hoshangabad Road, Near Misrod, Bhopal-462026","NH-12,Behind virandavan Garden ,",Bhopal,Bhopal,Bhopal,402026
29730,Madhya Pradesh,"Renaissance College of Commerce & Management. 45, Anurag Nagar, INdore","45,ANURAG NAGAR BEHIND PRESS COMPLEX",A.B.ROAD INDORE,INDORE,Indore,452001
36156,Madhya Pradesh,"Acropolis Institute of Pharmaceutical Education & Research, Khasra No. 283/3, Indore Bypass Road, Near manglya Square, Indore","Khasara No. 283/3, Indore Bypass Road",Near Mangaliya Square,Indore,Indore,453771
36023,Madhya Pradesh,"NRI College of Engineering and Management, Baraghata Jhansi Road, Gwalior",Jhansi Road,Gwalior,Gwalior,Gwalior,474001
35122,Madhya Pradesh,"Bhabha Management Research Inst. NH 12 Hoshangabad Road Misrod Road, Bhopal",VILLAGE-JATKHEDI,NH-12 HOSHANGABAD ROAD,BHOPAL,Bhopal,462026
36238,Madhya Pradesh,"Shri Raojibhai Gokulbhai Patel Gujarati Professional Institute, Scheme No. 54, Near Bombey Hospital , Ab.B. Road, Indore - 452010","Scheme No. 54, Near Bombay Hospital",A.B.Road,Indore,Indore,452010
29687,Madhya Pradesh,"Govt. Ashtang Ayurveda College, Indore",Lokmanya Nagar,Keshar Bagh Road,Indore,Indore,452009
35193,Madhya Pradesh,"Swami Vivekanand Education College, Ratibad, Bhopal",gram sikandrabad,tehsil huzur,bhopal,Bhopal,462044
50336,Madhya Pradesh,"GOVERNMENT COLLEGE, BADWARA",1st Floor B.R.C. Bhavan,Janpad Panhayat Badwara,badwara,Katni,483773
34738,Madhya Pradesh,MAHARAJA INSTITUTE OF MANAGEMENT & TECHNOLOGY,AIRPORT ROAD,MAHARAJAPURA,GWALIOR,Gwalior,474020
36146,Madhya Pradesh,"Vikrant Institute of Technology and Management, Village-Ratwai, Chitora Road, Gwalior - 474006","Village-Ratwai,","Chitora Road,",Gwalior,Gwalior,474005
36262,Madhya Pradesh,"Thakral College of Technology, Thakral Nagar, Raisen Road, Bhopal 462021",Oriental campus patel nagar,Raisen Road,Bhopal,Bhopal,462021
48701,Madhya Pradesh,"A D S NURSING COLLEGE, AMBAH",Pooth Road,Ambah,Ambah,Morena,476111
52165,Madhya Pradesh,"B.M. INST. OF PROF. STUDIES, INDORE",Vill Gokanya,khandwa Road Indore,Indore,Indore,452020
47400,Madhya Pradesh,"VARDHMAN B ED COLLEGE, Katni",GOVT. TILAK COLLEGE ROAD,KATNI,KATNI,Jabalpur,483501
6620,Madhya Pradesh,"Shri Ganesh Digembar Jain Sanskrit College, Varni Bhawan, Sagar",shri varni bhawan,laxmi pura,sagar,Sagar,470002
36248,Madhya Pradesh,"Institute of Information Technology & Management,Opp. Sitholi Railway Station, ITM Campus, NH 75, Jhansi Road, Gwalior 474001","Sitholi Railway Station,","ITM Campus, NH 75, Jhansi Road, Gwalior",Gwalior,Gwalior,475001
34780,Madhya Pradesh,SARVE DHARAM LAW COLLEGE,KHERIYA MODI CHITORA ROAD,BADA GAON MORAR,GWALIOR,Gwalior,474006
48034,Madhya Pradesh,"SHRI RAM COLL OF INFORMATION TECHNOLOGY, BANMORE","NATIONAL EXPRESSWAY,",OPP NARROW GAUGE RAILWAY STATION,BANMORE,Morena,476444
36172,Madhya Pradesh,"""Gwalior Engineering College, Airport Road, Maharajpura, Gwalior 4740015","Airport Road, Maharajpura",Gwalior,Gwalior,Gwalior,474015
34741,Madhya Pradesh,"ACHARYA NARENDRA DEV COLLEGE , KAILARAS","BEHIND NAGAR PALIKA, COLLEGE ROAD","KAILARAS, MORENA, MADHYA PRADESH",KAILARAS,Morena,476224
34926,Madhya Pradesh,GOVT. KASTURBA GIRLS COLLEGE,choudran colony criest school ke pass,choudran colony criest school ke pass,guna,Guna,473001
47986,Madhya Pradesh,MAYO COLLEGE OF NURSING,Plot No SA Sector B,Indra Vihar Colony Airport Road,Bhopal,Bhopal,462032
35411,Madhya Pradesh,"SRGP Gujarati Professional Institute, Indore","Scheme No. 54, Near Bombay Hospital",A.B. Road,Indore,Indore,452010
53504,Madhya Pradesh,THAKUR SHIVKUMARSINGH MEMORIAL POLYTECHNIC COLLEGE BURHANPUR,"Navalnagar, Ziri","Navalnagar, Ziri",BURHANPUR,Burhanpur,450331
36284,Madhya Pradesh,"Hitkarini College of Architecture & Town Pilanning, Hitkarini Hills, Dumna Road, Jabalpur-482005",HITKARINI HILLS,DUMNA AIRPORT ROAD,JABALPUR,Jabalpur,482005
36255,Madhya Pradesh,"Gwalior Institute of Information Technology, Near Police Station, Maharajpura, Gwalior",Near Maharajpura Police Thana,Maharajpura,Gwalior,Gwalior,474015
47356,Madhya Pradesh,"MATHER TERESA LAW COLLEGE, JABALPUR",Opp. Kartik Hotel Near Methodist Market Jabalpur,138 Delite Talkies Campus South Civil Lines Jabalpur,Jabalpur,Jabalpur,482001
36125,Madhya Pradesh,"Pt. Devprabhakar Shastri College of Technology, Gatheora, Chhatarpur",NH 75 Village Gatheora,Panna Road,Chhatarpur,Chhatarpur,471001
36194,Madhya Pradesh,"Central India Institute of Technology, Dewas-Indore, Arandia, Indore",INDORE DEWAS BY-PASS ROAD,VILLAGE ARANDIA,INDORE 452,Indore,452016
34825,Madhya Pradesh,GOVT. DEGREE COLLEGE RADHOGARH,Aron Road Barbatpura Raghogarh,NA,Raghogarh,Guna,473226
19217,Madhya Pradesh,"Govt. Degree College, Palera",KHARGAPUR ROAD PALERA,WARD NO 13 PALERA,PALERA,Tikamgarh,472221
34888,Madhya Pradesh,"AMBAH PG COLLEGE , AMBAH",MORENA ROAD,AMBAH,AMBAH,Morena,476111
36045,Madhya Pradesh,"Girdhar Shiksha Evam Samaj Kalyan Samiti Group of Institutions, Village Bamulia, Thesil Goharganj, Mandeep, Bhopal","Village Bamulia,","Tehsil Goharganj, Mandideep,Bhopal",Mandideep,Bhopal,462011
36303,Madhya Pradesh,"Hitkarini College of Engineering and Technology, Hitkarini Hills Dumna Road, Rembhar P.O. Khamaria, Jabalpur-482005",HITKARINI HILLS,DUMNA ROAD,JABALPUR,Jabalpur,482005
52345,Madhya Pradesh,ACROPOLIS INSTITUTE OF TECHNOLOGY AND RESEARCH,"VILLAGE SIKANDRABAD ,RATIBAD",NA,BHOPAL,Bhopal,462044
29667,Madhya Pradesh,"Saheb Institute. of Management & Resarch, Gram Morod, Khandwa Road, Indore","255/1/1, MOROD, KHANDWA ROAD",NA,INDORE,Indore,452020
34719,Madhya Pradesh,"SHR RAMNTH SINGH EDUCATION COLLEGE, SITHOLI",SHRI RAMNATH SINGH SHIKSHA MAHAVIDYALAYA,"SITHOLI, JHANSI ROAD",GWALIOR,Gwalior,475001
50197,Madhya Pradesh,"GOVERNMENT COLLEGE, SATWAS",Govt.College Satwas,dist. Dewas,Satwas,Dewas,455459
52164,Madhya Pradesh,"SHRI RNS SHIKSHA MAHAVIDYALAYA, SITHOLI, GWALIOR",NEAR SITHOLI RAILWAY STATION,JHANSI ROAD,GWALIOR,Gwalior,475001
52268,Madhya Pradesh,SAI KRIPA COLLEGE OF EDUCATION,"Seondha Road Indergarh, Distric Datia (M.P.)","Seondha Road Indergarh, Distric Datia (M.P.)",Indergarh,Datia,475675
52160,Madhya Pradesh,"SHRI RAMNATH SINGH MAHAVIDYALAYA, GORMI, BHIND",SHRI RAMNATH SINGH MAHAVIDYALAYA (EDUCATION),GORMI,GORMI,Bhind,477660
52264,Madhya Pradesh,SHRI CHHOTELAL SATYNARAYAN COLLEGE,0,N.H 92 BAROHI BHIND,MP,Bhind,477001
36251,Madhya Pradesh,"Guru Ramdas Khalsa Institute of Science & Technology (Pharmacy), Kukrikheda, Barela, Jabalpur--483001",kukrikheda Barela,Jabalpur,NA,Jabalpur,483001
34857,Madhya Pradesh,"SHRI RAMNATH SINGH INSTITUTE OF PHYSICAL EDUCATION ,SITHOLI,GWALIOR",SHRI RAMNATH SINGH INSTITUTE OF PHYSICAL EDUCATION,SITHOLI,GWALIOR,Gwalior,475001
36024,Madhya Pradesh,"All Saints College of Engineering, Gram Pipalner, Bhopal - 462036",gram -pipalner,gandhi nagar,bhoapl,Bhopal,462031
31608,Madhya Pradesh,"J.R.Kimti Girls College, Rampura",manak chowk,Rampura,Neemuch,Neemuch,458118
34798,Madhya Pradesh,OM SHIV COLLEGE KARAHAL,SHIVPURI ROAD KARAHAL,SHEOPUR,SHEOPUR,Sheopur,476355
31765,Madhya Pradesh,"GOVT. RAJNARAYAN SMARTI COLLEGE WAIDHAN,SINGROLI",GOVT.RAJNARYAN SMARITI COLLEGE,WAIDHAN,WAIDHAN,Singrauli,486886
33428,Madhya Pradesh,"Bardoli Shiksha College, Katni",Vans Swaroop ward lakhera,Lakhera Katni,katni,Katni,483501
36214,Madhya Pradesh,"""TIT College of Pharmacy, Anand Nagar, Infront of Hathaikheda Dem, P.B. No. 24, Piplani, BHEL, Bhopal 462021""","Anand Nagar Infront of Hathaikheda Dam,","P.B.No.24, Post Piplani, Bhel, Bhopal-21",Bhopal,Bhopal,462021
34695,Madhya Pradesh,GOVT. P.G. COLLEGE,MADHAV RAO SCHINDHIYA ROAD,GUNA,GUNA,Guna,473001
34677,Madhya Pradesh,MRITAYUNJAY NURSING COLLEGE,BY PASS ROAD NEAR GAS GODAWN KIRAT PURA,BHIND,BHIND,Bhind,477001
31836,Madhya Pradesh,"GOVT. S.K. COLLEGE,MAUGANJ.REWA","Govt. S.K.N.(P.G.) College Mauganj, Rewa M.P., 486331","Govt. S.K.N.(P.G.) College Mauganj, Rewa M.P., 486331",Mauganj,Rewa,486331
48089,Madhya Pradesh,ADARSH COLLEGE,KESHAV NAGAR,KALYAN PURAM,SHEOPUR,Sheopur,476337
36177,Madhya Pradesh,"Ujjain Institute of Pharmaceutical Sciences, Chandesara Village, Dewas Road, Ujjain","Gram- Chandesara, Dewas Road, Ujjain,456010",ujjain,Ujjain,Ujjain,456010
35102,Madhya Pradesh,"Technocrat Institute of Technology, 24, Anand Nagar, Bhopal",in front of Hatia Kheda Dame,Anand nagar Post Piplani BHEL,Bhopal,Bhopal,462023
19270,Madhya Pradesh,Dr.Gayan Prakash Education College Chhatarpur,BUS STAND MAHOBA ROAD CHHATARPUR,NIL,CHHATARPUR,Chhatarpur,471001
35928,Madhya Pradesh,"Shri Ram Institute of Information Technology, A.B. Road, NH 3 Banmore, Gwalior",National Express way,A.B. Road Bnamore,Banmore,Gwalior,476444
29853,Madhya Pradesh,"Safe Institute of Nursing College, Kanadia Road, Indore",SAFE parisar kanadia,NA,indore,Indore,452016
35344,Madhya Pradesh,"Dayanand Arya Vedic College, Near katju Hospital, T.T. Nagar, Bhopal",D.A.V. College APP. karju hospital T.T. Nagar Bhopal,D.A.V. College APP. karju hospital T.T. Nagar Bhopal,Bhopal,Bhopal,462003
19201,Madhya Pradesh,"Govt. Degree College, Amarwara","Govt. Degree College, Amarwara",Narsinghpur Road Amarwara,Amarwara,Chhindwara,480221
33350,Madhya Pradesh,"C.P. Womens (Mahila) Mahavidyalaya, Jabalpur",wright town,jabalpur,jabalpur,Jabalpur,482002
31735,Madhya Pradesh,"Synargy Institute of Technology, Dewas","Maxi Road, Village Rajpura, Dewas - 4555001",-,Dewas,Dewas,455001
36250,Madhya Pradesh,"R.K.D.F. Institute of Pharmaceutical Sciences, Village Aranda, Indore Bypass Road, Indore",Indore Dewas By-pass,Arandia,Indore,Indore,452016
47408,Madhya Pradesh,"GOVERNMENT COLLEGE, SIHORA",Sihora (Bohani),Sihora (Bohani),Sihora (Bohani),Narsimhapur,487441
31677,Madhya Pradesh,"H.C. College, Bhanpura",lotkhedi road bhanpura distt. mandsaur,bhanpura,bhanpura,Mandsaur,458775
36264,Madhya Pradesh,"B.M. College of Pharmaceutical Education and Research, Village Gokanya, Indore Khandwa Road, Indore 452001",Village: Gokanya Post: Kasturbagram,Khandwa road,Indore,Indore,452020
34880,Madhya Pradesh,RAMNTHA SINGH COLLEGE GORMI,SHRI RAMNATH SINGH MAHAVIDYALAYA(ART AND SCIENCE),GORMI,GORMI,Bhind,477660
31613,Madhya Pradesh,"Prashanti Inst. Of Management,Ujjain",Near Jain Mahaveer Tapobhumi Post Lekoda,"gram gangedi , indore road",ujjain,Ujjain,456006
29841,Madhya Pradesh,"I.K. D.C. College, Indore","2/2, OLD PALASIA",NA,INDORE,Indore,452001
50507,Madhya Pradesh,"JAWAHARLAL NEHRU COLLEGE OF NURSING, RATAHARA",N.H. 27 BYPASS CROSSING,RATAHRA,REWA,Rewa,486001
35305,Madhya Pradesh,"Maharishi Centre for Education Excellence, Lambakheda, Berasia Road, Bhopal",LAMBAKHEDA,BERASIA ROAD,BHOPAL,Bhopal,462038
36269,Madhya Pradesh,"Laxmi Bai Sahuji Institute of Engineering & Technology, Benikhedi, Patan Road, Jabalpur",BENIKHEDA PATAN ROAD,JABALPUR,JABALPUR,Jabalpur,482002
52261,Madhya Pradesh,R L D COLLEGE UDOTPURA,UDOTPURA,BHIND,BHIND,Bhind,477001
